波形,新设备-ch1
起始时间,7/10/2023  21:03:01.163017
Δt,7.812500E-5

新设备-ch1
-1.543835E-2
-2.786964E-2
-3.007061E-3
3.428681E-2
-2.165400E-2
-6.516352E-2
-3.007061E-3
4.982593E-2
1.007614E-4
-5.273223E-2
3.117899E-2
5.293375E-2
-4.030094E-2
-4.340876E-2
-3.007061E-3
5.604157E-2
-3.007061E-3
-7.448699E-2
4.361028E-2
6.225722E-2
-3.097747E-2
-3.097747E-2
1.253205E-2
3.428681E-2
-1.233053E-2
-9.934957E-2
3.117899E-2
7.779633E-2
-6.205570E-2
-6.114884E-3
1.253205E-2
1.874770E-2
3.208584E-3
-9.313393E-2
3.739464E-2
3.428681E-2
-4.340876E-2
-6.114884E-3
1.874770E-2
5.914940E-2
-1.543835E-2
-4.962441E-2
3.739464E-2
6.536504E-2
-9.934957E-2
9.424230E-3
3.117899E-2
3.117899E-2
9.424230E-3
-8.691828E-2
4.361028E-2
4.361028E-2
-3.719311E-2
2.185552E-2
9.424230E-3
3.208584E-3
-3.408529E-2
-6.827134E-2
-6.114884E-3
4.671811E-2
-2.165400E-2
-6.827134E-2
1.253205E-2
-1.543835E-2
-3.408529E-2
-1.854618E-2
2.185552E-2
2.496334E-2
6.316407E-3
-3.408529E-2
2.807117E-2
-6.114884E-3
-5.273223E-2
4.982593E-2
-1.233053E-2
-9.222707E-3
4.050246E-2
-1.086730E-1
3.117899E-2
1.563988E-2
-5.584005E-2
3.428681E-2
-1.233053E-2
-1.543835E-2
4.050246E-2
-6.205570E-2
2.185552E-2
1.874770E-2
-5.584005E-2
3.428681E-2
-1.543835E-2
1.007614E-4
3.117899E-2
-6.516352E-2
5.604157E-2
4.361028E-2
-1.854618E-2
3.117899E-2
3.208584E-3
9.424230E-3
1.007614E-4
-3.408529E-2
4.982593E-2
2.807117E-2
-5.894787E-2
3.428681E-2
1.563988E-2
-9.222707E-3
-6.114884E-3
-4.030094E-2
5.604157E-2
2.496334E-2
-3.097747E-2
2.185552E-2
9.424230E-3
1.563988E-2
-9.222707E-3
-2.476182E-2
5.604157E-2
3.208584E-3
6.316407E-3
-1.543835E-2
-3.007061E-3
4.050246E-2
-2.476182E-2
6.316407E-3
4.982593E-2
4.982593E-2
-3.097747E-2
-5.273223E-2
3.428681E-2
4.050246E-2
-1.854618E-2
-3.007061E-3
3.117899E-2
2.807117E-2
-1.233053E-2
-4.340876E-2
1.563988E-2
4.982593E-2
-2.476182E-2
-2.476182E-2
4.982593E-2
4.671811E-2
-1.854618E-2
3.208584E-3
4.050246E-2
2.807117E-2
1.253205E-2
-3.408529E-2
2.185552E-2
3.117899E-2
-2.165400E-2
-2.476182E-2
1.874770E-2
8.090416E-2
-2.786964E-2
-2.476182E-2
1.874770E-2
4.982593E-2
-1.854618E-2
-6.516352E-2
1.563988E-2
2.496334E-2
2.185552E-2
-7.448699E-2
3.117899E-2
5.914940E-2
-5.273223E-2
-6.114884E-3
-1.854618E-2
7.468851E-2
-2.165400E-2
-5.273223E-2
4.050246E-2
4.671811E-2
-3.097747E-2
-6.205570E-2
3.208584E-3
2.496334E-2
1.563988E-2
-1.148887E-1
6.225722E-2
5.293375E-2
-9.934957E-2
-3.007061E-3
-3.408529E-2
4.050246E-2
-1.233053E-2
-6.827134E-2
4.671811E-2
3.117899E-2
-4.962441E-2
-1.233053E-2
-9.222707E-3
2.807117E-2
-6.114884E-3
-7.137917E-2
2.807117E-2
4.050246E-2
-4.962441E-2
3.208584E-3
1.874770E-2
2.185552E-2
9.424230E-3
-9.624175E-2
3.739464E-2
1.874770E-2
-5.273223E-2
-3.097747E-2
9.424230E-3
9.424230E-3
-4.340876E-2
-4.030094E-2
9.424230E-3
1.874770E-2
-2.476182E-2
-2.165400E-2
3.428681E-2
3.208584E-3
-3.719311E-2
1.874770E-2
-3.007061E-3
1.253205E-2
1.253205E-2
-1.233053E-2
2.807117E-2
